transaction_id,company_id,employee_id,merchant_id,transaction_timestamp,amount,transaction_status,decline_reason,is_international,merchant_country,is_fraud,fraud_type
30,75,621,201,2026-06-06 03:49:13.672950,17.5,approved,,True,CA,0,none
31,34,1161,133,2025-10-05 12:17:13.672950,37.5,approved,,False,US,0,none
32,57,154,122,2026-04-08 06:10:13.672950,38.95,approved,,False,US,0,none
33,51,1412,169,2025-09-01 23:55:13.672950,10.89,approved,,False,US,0,none
34,34,1233,98,2026-02-05 02:27:13.672950,69.75,approved,,False,US,0,none
35,24,272,282,2026-03-26 22:49:13.672950,134.2,approved,,False,US,0,none
36,20,143,268,2025-11-23 15:17:13.672950,27.53,approved,,False,US,0,none
37,77,1635,19,2025-08-26 06:21:13.672950,90.22,approved,,False,US,0,none
38,6,1913,132,2025-08-08 23:38:13.672950,120.13,approved,,False,US,0,none
39,38,1844,96,2025-12-19 13:36:13.672950,123.56,declined,card_expired,False,US,0,none
40,74,1093,210,2026-02-02 08:13:13.672950,29.9,declined,suspected_fraud,False,US,0,none
41,46,247,5,2025-09-02 17:15:13.672950,644.88,approved,,True,GB,0,none
42,2,1285,128,2025-12-23 03:06:13.672950,68.93,declined,card_expired,True,CA,0,none
43,67,788,54,2025-09-18 03:55:13.672950,19.53,approved,,False,US,0,none
44,37,79,198,2026-04-09 09:59:13.672950,43.57,approved,,False,US,0,none
45,10,1682,206,2026-01-25 00:44:13.672950,14.6,approved,,False,US,0,none
46,74,623,180,2026-06-01 18:43:13.672950,43.3,approved,,False,US,0,none
47,57,1794,241,2026-03-29 06:42:13.672950,231.22,approved,,False,US,0,none
48,90,1629,274,2025-11-02 01:23:13.672950,112.43,approved,,False,US,0,none
49,14,525,138,2026-04-02 04:10:13.672950,328.2,approved,,False,US,0,none
50,53,772,23,2026-03-22 07:36:13.672950,79.5,approved,,False,US,0,none
51,19,938,120,2025-12-06 04:12:13.672950,230.07,approved,,False,US,0,none
52,58,1645,115,2026-01-17 00:34:13.672950,18.06,approved,,False,US,0,none
53,71,1354,82,2025-08-27 14:38:13.672950,21.32,approved,,False,US,0,none
54,18,1213,196,2025-11-08 05:39:13.672950,100.0,approved,,False,US,0,none
55,51,1119,180,2025-12-31 21:10:13.672950,159.23,approved,,False,US,0,none
56,3,617,175,2025-11-02 14:27:13.672950,148.03,approved,,True,DE,0,none
57,78,1032,198,2026-06-08 05:22:13.672950,20.61,declined,merchant_blocked,False,US,0,none
58,62,67,26,2026-04-08 22:15:13.672950,307.18,approved,,True,DE,0,none
59,56,1520,99,2026-01-19 04:28:13.672950,7.46,approved,,False,US,0,none
60,99,191,233,2025-12-13 12:51:13.672950,342.92,declined,insufficient_funds,True,JP,0,none
61,83,1390,191,2026-02-27 18:03:13.672950,17.65,approved,,True,JP,0,none
62,88,768,66,2025-08-16 08:23:13.672950,5391.1,approved,,True,DE,1,international_purchase
63,53,521,246,2025-12-20 09:42:13.672950,35.28,approved,,False,US,0,none
64,35,990,104,2025-07-29 23:47:13.672950,77.97,approved,,False,US,0,none
65,21,1141,191,2026-02-21 07:44:13.672950,60.58,approved,,True,JP,0,none
66,95,267,141,2026-04-24 17:39:13.672950,14.38,approved,,True,GB,0,none
67,77,1635,179,2026-01-17 13:54:13.672950,72.82,approved,,False,US,0,none
68,99,485,261,2025-08-23 19:31:13.672950,19.79,approved,,False,US,0,none
69,68,1533,175,2025-12-07 05:59:13.672950,35.88,approved,,True,DE,0,none
70,4,1322,164,2026-02-20 18:11:13.672950,899.37,approved,,False,US,0,none
71,22,1933,19,2025-12-08 10:43:13.672950,79.1,approved,,False,US,0,none
72,86,1188,20,2026-07-05 03:29:13.672950,44.52,approved,,False,US,0,none
73,67,376,287,2026-04-20 16:58:13.672950,147.89,approved,,False,US,0,none
74,46,653,239,2026-06-05 17:49:13.672950,117.4,declined,merchant_blocked,False,US,0,none
75,67,1292,44,2025-10-18 15:39:13.672950,23.28,approved,,True,GB,0,none
76,37,549,196,2026-01-15 11:54:13.672950,21.81,approved,,False,US,0,none
77,47,1098,195,2025-10-16 07:01:13.672950,239.7,declined,merchant_blocked,False,US,0,none
78,30,1532,49,2026-01-02 04:55:13.672950,87.36,approved,,False,US,0,none
79,3,73,59,2026-01-13 22:32:13.672950,571.66,approved,,False,US,0,none
80,92,308,132,2026-05-14 14:13:13.672950,9.61,approved,,False,US,0,none
81,80,199,167,2026-04-23 10:49:13.672950,235.55,declined,suspected_fraud,True,CA,0,none
82,90,1154,135,2026-03-27 05:08:13.672950,110.45,declined,suspected_fraud,False,US,0,none
83,67,1782,89,2025-12-13 07:42:13.672950,23.59,approved,,False,US,0,none
84,86,1848,271,2025-10-15 08:19:13.672950,105.74,approved,,False,US,0,none
85,67,572,263,2026-06-30 23:36:13.672950,17.61,approved,,False,US,0,none
86,27,791,116,2025-09-10 19:33:13.672950,106.1,approved,,True,DE,0,none
87,81,1639,196,2025-08-09 22:13:13.672950,195.31,approved,,False,US,0,none
88,3,1832,108,2025-09-24 11:03:13.672950,55.25,approved,,True,GB,0,none
89,72,1856,47,2025-10-25 21:53:13.672950,48.22,approved,,False,US,0,none
90,99,1511,241,2025-10-31 02:41:13.672950,27.58,approved,,False,US,0,none
91,76,1877,230,2026-05-10 00:34:13.672950,191.38,approved,,False,US,0,none
92,49,1175,245,2025-08-21 21:01:13.672950,79.45,approved,,True,DE,0,none
93,93,1693,250,2026-04-12 19:05:13.672950,45.19,approved,,False,US,0,none
94,10,1230,77,2026-04-10 12:04:13.672950,278.16,approved,,False,US,0,none
95,20,179,62,2026-06-12 10:33:13.672950,224.23,approved,,False,US,0,none
96,54,197,59,2026-01-05 16:34:13.672950,66.52,approved,,False,US,0,none
97,66,735,238,2025-07-14 23:26:13.672950,72.23,approved,,False,US,0,none
98,52,89,189,2025-09-28 00:44:13.672950,191.39,approved,,True,JP,0,none
99,5,799,56,2026-01-16 21:54:13.672950,66.1,approved,,False,US,0,none
100,14,1458,78,2026-03-11 07:47:13.672950,16.03,approved,,False,US,0,none
101,67,788,222,2025-09-25 20:18:13.672950,79.67,approved,,False,US,0,none
102,51,748,47,2026-02-05 08:05:13.672950,132.51,approved,,False,US,0,none
103,45,1207,138,2026-05-19 04:52:13.672950,230.33,approved,,False,US,0,none
104,20,209,24,2025-10-29 18:48:13.672950,361.81,approved,,False,US,0,none
105,59,493,29,2026-06-02 00:11:13.672950,488.14,approved,,True,JP,0,none
106,90,1154,135,2025-07-08 23:30:13.672950,48.87,approved,,False,US,0,none
107,33,665,281,2026-01-14 09:51:13.672950,68.97,approved,,False,US,0,none
108,70,1037,292,2026-07-06 03:10:13.672950,12.22,approved,,True,CA,0,none
109,40,1658,189,2025-11-13 16:58:13.672950,33.19,approved,,True,JP,0,none
110,68,871,71,2025-09-22 02:27:13.672950,12.16,approved,,False,US,0,none
111,79,732,206,2026-02-08 22:30:13.672950,298.3,approved,,False,US,0,none
112,90,1130,242,2025-11-28 11:01:13.672950,66.28,approved,,False,US,0,none
113,73,1399,184,2025-10-25 21:51:13.672950,78.7,approved,,False,US,0,none
114,67,1606,128,2026-04-04 21:25:13.672950,146.74,approved,,True,CA,0,none
115,12,1731,230,2025-11-01 06:04:13.672950,68.13,approved,,False,US,0,none
116,74,698,41,2025-07-07 00:47:13.672950,78.08,approved,,False,US,0,none
117,41,1123,281,2026-02-27 15:50:13.672950,46.74,approved,,False,US,0,none
118,44,594,162,2026-06-27 09:48:13.672950,90.15,approved,,False,US,0,none
119,25,1611,158,2025-07-20 19:10:13.672950,239.06,approved,,True,GB,0,none
120,64,886,21,2025-09-26 01:49:13.672950,441.22,approved,,False,US,0,none
121,18,852,10,2026-03-27 22:20:13.672950,33.27,approved,,False,US,0,none
122,47,1216,87,2026-02-15 12:59:13.672950,189.85,approved,,False,US,0,none
123,52,325,33,2025-12-27 23:31:13.672950,17.71,declined,merchant_blocked,False,US,0,none
124,49,979,203,2025-08-17 19:06:13.672950,17.69,approved,,False,US,0,none
125,29,1750,4,2025-12-29 00:20:13.672950,41.9,approved,,True,JP,0,none
126,72,1851,23,2025-09-01 23:10:13.672950,39.35,approved,,False,US,0,none
127,50,956,197,2025-09-06 23:42:13.672950,44.48,approved,,False,US,0,none
128,4,1491,274,2026-06-25 12:05:13.672950,47.19,approved,,False,US,0,none
129,22,894,273,2025-08-26 00:22:13.672950,115.63,approved,,False,US,0,none
130,99,1391,107,2025-10-06 04:37:13.672950,259.18,declined,suspected_fraud,True,GB,0,none
131,87,1342,200,2025-10-08 02:36:13.672950,416.96,approved,,False,US,0,none
132,96,144,215,2026-06-17 16:57:13.672950,136.89,approved,,False,US,0,none
133,78,384,2,2025-11-03 20:36:13.672950,238.03,approved,,False,US,0,none
134,76,216,121,2026-01-15 15:00:13.672950,28.28,approved,,True,GB,0,none
135,69,1385,103,2026-05-10 17:40:13.672950,150.07,approved,,False,US,0,none
136,49,324,149,2025-12-07 20:14:13.672950,37.4,approved,,False,US,0,none
137,67,1039,152,2025-11-30 02:10:13.672950,212.97,approved,,False,US,0,none
138,59,217,53,2026-02-18 14:26:13.672950,101.18,approved,,False,US,0,none
139,93,1516,166,2026-04-23 03:41:13.672950,89.67,approved,,True,JP,0,none
140,100,951,167,2026-04-04 12:47:13.672950,33.12,approved,,True,CA,0,none
141,54,1571,295,2026-05-21 15:09:13.672950,36.45,approved,,False,US,0,none
142,24,183,71,2026-05-31 09:05:13.672950,14.83,approved,,False,US,0,none
143,67,270,128,2025-10-02 17:30:13.672950,36.51,approved,,True,CA,0,none
144,90,945,33,2026-01-03 03:15:13.672950,31.36,approved,,False,US,0,none
145,4,1491,157,2025-12-17 05:40:13.672950,30.25,approved,,True,CA,0,none
146,25,870,266,2025-08-22 05:44:13.672950,45.06,approved,,True,DE,0,none
147,28,1636,204,2026-03-09 19:16:13.672950,580.69,approved,,False,US,0,none
148,15,1543,195,2025-07-21 22:24:13.672950,323.99,approved,,False,US,0,none
149,59,1566,109,2025-12-21 04:20:13.672950,286.11,approved,,False,US,0,none
150,24,467,159,2025-12-13 23:22:13.672950,39.62,approved,,False,US,0,none
151,76,305,283,2025-07-11 20:28:13.672950,68.94,approved,,False,US,0,none
152,24,1168,27,2025-08-27 07:29:13.672950,44.32,declined,suspected_fraud,True,GB,0,none
153,44,111,227,2025-08-18 11:41:13.672950,20.13,approved,,False,US,0,none
154,89,1014,252,2025-12-20 07:50:13.672950,66.62,approved,,False,US,0,none
155,64,232,265,2025-08-24 16:42:13.672950,86.4,declined,insufficient_funds,False,US,0,none
156,63,1715,262,2025-07-29 11:46:13.672950,200.91,approved,,False,US,0,none
157,29,1608,134,2026-03-04 05:27:13.672950,75.1,approved,,False,US,0,none
158,99,1746,26,2025-08-27 05:07:13.672950,6.07,approved,,True,DE,0,none
159,51,1756,43,2025-12-26 22:13:13.672950,28.47,approved,,False,US,0,none
160,79,1616,19,2026-01-25 09:32:13.672950,38.55,approved,,False,US,0,none
161,84,1524,16,2026-06-25 02:01:13.672950,12.62,approved,,False,US,0,none
162,45,595,105,2025-12-09 14:51:13.672950,37.97,approved,,False,US,0,none
163,6,1578,279,2025-10-10 23:07:13.672950,166.22,approved,,False,US,0,none
164,37,1297,203,2026-06-15 19:19:13.672950,38.8,approved,,False,US,0,none
165,68,1727,208,2025-12-30 13:29:13.672950,140.63,approved,,True,JP,0,none
166,9,173,166,2026-06-16 00:36:13.672950,72.33,approved,,True,JP,0,none
167,15,973,59,2026-04-29 00:41:13.672950,164.95,approved,,False,US,0,none
168,66,1031,48,2025-11-22 06:27:13.672950,15.81,approved,,False,US,0,none
169,26,1179,148,2025-09-13 07:15:13.672950,106.47,approved,,False,US,0,none
170,68,1546,277,2025-09-15 04:47:13.672950,33.17,approved,,False,US,0,none
171,66,546,178,2026-05-16 11:57:13.672950,243.73,approved,,False,US,0,none
172,29,548,289,2026-03-21 14:35:13.672950,18.52,declined,insufficient_funds,False,US,0,none
173,25,1945,114,2026-05-11 01:22:13.672950,199.29,approved,,False,US,0,none
174,16,518,296,2026-05-01 23:19:13.672950,66.93,approved,,False,US,0,none
175,13,1944,218,2026-06-11 16:38:13.672950,92.91,approved,,False,US,0,none
176,6,914,266,2025-08-15 01:30:13.672950,75.83,approved,,True,DE,0,none
177,48,215,162,2025-09-16 06:46:13.672950,11.37,approved,,False,US,0,none
178,93,134,36,2025-08-19 18:04:13.672950,127.01,approved,,False,US,0,none
179,48,285,75,2026-04-25 19:07:13.672950,55.15,approved,,True,DE,0,none
180,41,1150,135,2026-03-10 16:32:13.672950,251.99,approved,,False,US,0,none
181,25,1945,272,2025-09-24 04:24:13.672950,118.66,approved,,True,GB,0,none
182,72,1463,179,2026-01-03 16:23:13.672950,163.9,approved,,False,US,0,none
183,51,1873,159,2025-11-23 03:04:13.672950,56.14,approved,,False,US,0,none
184,6,686,243,2025-11-22 02:56:13.672950,116.57,approved,,False,US,0,none
185,29,1176,204,2026-05-29 06:53:13.672950,141.65,approved,,False,US,0,none
186,97,331,283,2025-10-16 16:39:13.672950,191.19,declined,insufficient_funds,False,US,0,none
187,25,1562,278,2026-05-09 19:42:13.672950,158.94,approved,,False,US,0,none
188,25,1407,143,2025-11-17 05:29:13.672950,223.32,approved,,True,GB,0,none
189,40,1139,8,2026-01-25 10:43:13.672950,31.54,approved,,False,US,0,none
190,22,894,116,2026-06-08 11:48:13.672950,61.91,declined,suspected_fraud,True,DE,0,none
191,13,1506,272,2026-01-04 12:29:13.672950,45.54,approved,,True,GB,0,none
192,74,1308,176,2025-08-30 12:14:13.672950,99.59,approved,,False,US,0,none
193,94,899,214,2026-05-25 07:04:13.672950,53.8,approved,,False,US,0,none
194,90,1099,215,2025-09-15 21:52:13.672950,32.52,approved,,False,US,0,none
195,63,1190,57,2025-08-12 10:53:13.672950,39.61,approved,,False,US,0,none
196,18,1213,229,2025-07-17 08:42:13.672950,59.08,approved,,False,US,0,none
197,62,78,300,2025-09-12 12:41:13.672950,51.93,approved,,False,US,0,none
198,64,947,37,2025-12-25 17:49:13.672950,26.2,approved,,False,US,0,none
199,72,1626,284,2025-11-04 17:17:13.672950,65.72,approved,,False,US,0,none
200,81,688,224,2026-04-28 13:24:13.672950,75.02,approved,,True,GB,0,none
201,78,21,201,2026-06-25 05:59:13.672950,34.52,approved,,True,CA,0,none
202,39,566,100,2026-06-22 03:08:13.672950,39.51,approved,,False,US,0,none
203,93,1208,282,2025-12-09 06:18:13.672950,269.25,approved,,False,US,0,none
204,30,1895,75,2026-04-24 15:29:13.672950,12.64,approved,,True,DE,0,none
205,88,1246,212,2025-08-18 07:31:13.672950,74.7,approved,,False,US,0,none
206,81,827,191,2025-11-03 12:02:13.672950,361.25,approved,,True,JP,0,none
207,12,1352,63,2026-04-08 13:50:13.672950,49.85,approved,,True,GB,0,none
208,20,179,112,2025-07-08 04:28:13.672950,157.27,approved,,False,US,0,none
209,72,1812,143,2026-04-16 21:54:13.672950,13.5,approved,,True,GB,0,none
210,63,1136,99,2026-01-15 17:33:13.672950,11.1,approved,,False,US,0,none
211,26,1760,265,2026-06-02 22:38:13.672950,65.43,approved,,False,US,0,none
212,29,1750,225,2026-01-30 07:53:13.672950,27.61,approved,,False,US,0,none
213,27,1083,75,2026-05-10 15:23:13.672950,124.01,approved,,True,DE,0,none
214,98,1351,278,2026-06-25 23:59:13.672950,95.76,declined,insufficient_funds,False,US,0,none
215,24,905,198,2025-10-27 08:04:13.672950,405.19,approved,,False,US,0,none
216,58,1645,184,2025-11-21 21:30:13.672950,134.51,approved,,False,US,0,none
217,50,1921,293,2026-02-07 16:08:13.672950,56.56,approved,,False,US,0,none
218,49,669,57,2025-12-12 03:23:13.672950,112.2,approved,,False,US,0,none
219,99,191,249,2025-08-18 04:52:13.672950,59.82,approved,,False,US,0,none
220,1,1224,114,2025-08-20 00:06:13.672950,17.91,approved,,False,US,0,none
221,38,1336,140,2026-02-19 23:26:13.672950,142.62,approved,,False,US,0,none
222,4,708,41,2025-08-17 05:50:13.672950,114.69,approved,,False,US,0,none
223,86,1059,153,2025-08-12 03:06:13.672950,32.89,approved,,False,US,0,none
224,16,379,232,2026-06-18 19:16:13.672950,315.52,approved,,True,CA,0,none
225,47,387,105,2025-10-29 06:08:13.672950,33.65,approved,,False,US,0,none
226,67,1782,106,2025-08-17 00:50:13.672950,412.57,approved,,True,CA,0,none
227,19,237,300,2025-09-02 22:50:13.672950,59.71,approved,,False,US,0,none
228,54,616,130,2025-11-18 22:19:13.672950,12.71,approved,,False,US,0,none
229,15,1543,161,2025-08-25 12:17:13.672950,437.31,approved,,False,US,0,none
230,9,283,257,2025-08-25 02:30:13.672950,191.76,approved,,False,US,0,none
231,28,1,229,2025-12-24 21:17:13.672950,175.27,approved,,False,US,0,none
232,32,1755,182,2026-04-26 15:17:13.672950,4.81,declined,suspected_fraud,True,CA,0,none
233,36,464,14,2025-10-01 21:58:13.672950,7.99,approved,,True,CA,0,none
234,92,1254,100,2026-01-01 21:43:13.672950,186.39,approved,,False,US,0,none
235,65,967,225,2025-08-04 13:20:13.672950,195.15,approved,,False,US,0,none
236,32,172,231,2025-09-04 07:33:13.672950,15.92,approved,,False,US,0,none
237,100,1111,53,2026-05-07 21:17:13.672950,103.87,approved,,False,US,0,none
238,3,1577,6,2026-02-21 23:45:13.672950,63.16,approved,,False,US,0,none
239,52,1147,90,2026-01-12 12:00:13.672950,20.09,declined,suspected_fraud,True,GB,0,none
240,88,843,64,2025-12-02 08:29:13.672950,40.84,approved,,False,US,0,none
241,4,1322,88,2026-02-20 09:33:13.672950,430.67,approved,,True,JP,0,none
242,61,1909,33,2025-12-27 10:08:13.672950,27.88,declined,merchant_blocked,False,US,0,none
243,53,1953,72,2026-01-16 00:45:13.672950,11.72,declined,card_expired,False,US,0,none
244,95,690,44,2026-04-20 19:39:13.672950,41.59,approved,,True,GB,0,none
245,92,575,253,2025-10-09 22:03:13.672950,3.38,approved,,True,CA,0,none
246,18,1508,107,2026-02-10 01:37:13.672950,51.0,approved,,True,GB,0,none
247,60,165,290,2026-06-04 13:22:13.672950,12.95,declined,merchant_blocked,False,US,0,none
248,68,1723,2,2026-02-21 20:23:13.672950,22.59,approved,,False,US,0,none
249,29,383,136,2025-08-28 10:34:13.672950,85.7,approved,,False,US,0,none
250,20,209,117,2025-07-13 09:35:13.672950,14.88,approved,,False,US,0,none
251,98,1763,121,2026-06-05 07:55:13.672950,23.86,approved,,True,GB,0,none
252,86,1456,288,2025-09-17 10:05:13.672950,312.1,approved,,False,US,0,none
253,94,1413,94,2025-08-28 23:07:13.672950,77.85,approved,,False,US,0,none
254,49,1584,7,2025-12-08 19:56:13.672950,87.26,approved,,True,JP,0,none
255,8,224,88,2026-01-15 17:30:13.672950,126.1,approved,,True,JP,0,none
256,73,3,182,2025-10-11 01:38:13.672950,68.0,approved,,True,CA,0,none
257,63,372,191,2026-03-17 18:10:13.672950,177.13,approved,,True,JP,0,none
258,71,1711,208,2025-08-25 17:00:13.672950,120.82,approved,,True,JP,0,none
259,39,1470,291,2025-12-31 11:58:13.672950,23.17,approved,,False,US,0,none
260,49,611,278,2026-04-01 16:45:13.672950,99.88,declined,insufficient_funds,False,US,0,none
261,68,116,52,2026-01-30 03:18:13.672950,14.09,approved,,False,US,0,none
262,12,1294,267,2025-10-29 11:37:13.672950,4.2,approved,,False,US,0,none
263,87,447,244,2026-05-21 16:37:13.672950,246.16,approved,,False,US,0,none
264,81,1392,182,2026-02-11 21:40:13.672950,57.43,approved,,True,CA,0,none
265,23,1277,211,2025-07-12 07:31:13.672950,6679.43,approved,,False,US,1,large_amount
266,76,1341,198,2026-02-09 14:49:13.672950,64.61,approved,,False,US,0,none
267,16,415,270,2025-09-20 01:06:13.672950,126.72,approved,,False,US,0,none
268,51,1119,33,2025-10-12 09:42:13.672950,228.82,approved,,False,US,0,none
269,15,1809,102,2026-01-15 04:40:13.672950,15.38,approved,,False,US,0,none
270,33,892,282,2025-09-28 16:03:13.672950,102.24,approved,,False,US,0,none
271,94,1048,237,2025-09-22 13:23:13.672950,132.48,approved,,False,US,0,none
272,77,1652,216,2025-10-27 19:26:13.672950,122.05,approved,,True,CA,0,none
273,30,663,127,2026-01-20 22:25:13.672950,14.55,declined,card_expired,True,CA,0,none
274,88,1874,94,2026-01-27 18:50:13.672950,62.94,approved,,False,US,0,none
275,29,1074,74,2025-12-06 23:49:13.672950,137.73,approved,,True,CA,0,none
276,65,1526,128,2026-03-13 07:04:13.672950,125.03,approved,,True,CA,0,none
277,34,718,74,2025-12-01 20:55:13.672950,392.2,approved,,True,CA,0,none
278,30,1522,256,2026-01-14 20:15:13.672950,121.9,approved,,False,US,0,none
279,85,1359,102,2026-06-27 08:30:13.672950,31.78,approved,,False,US,0,none
280,13,1103,47,2026-01-05 11:27:13.672950,176.45,approved,,False,US,0,none
281,67,1606,165,2025-08-12 14:34:13.672950,178.74,approved,,True,DE,0,none
282,29,1051,256,2025-09-11 19:49:13.672950,23.81,approved,,False,US,0,none
283,46,271,283,2026-05-11 01:19:13.672950,880.42,approved,,False,US,0,none
284,31,562,248,2026-01-24 02:08:13.672950,896.92,approved,,False,US,0,none
285,22,804,204,2025-08-07 17:16:13.672950,37.44,declined,insufficient_funds,False,US,0,none
286,46,247,86,2025-07-09 04:45:13.672950,14.82,approved,,False,US,0,none
287,15,1800,164,2026-03-06 12:07:13.672950,21.28,approved,,False,US,0,none
288,9,1615,57,2025-10-09 21:02:13.672950,18.63,approved,,False,US,0,none
289,47,387,206,2026-01-13 08:48:13.672950,15.62,approved,,False,US,0,none
290,78,702,148,2025-11-01 06:38:13.672950,34.42,approved,,False,US,0,none
291,4,559,279,2026-05-24 08:26:13.672950,19.81,approved,,False,US,0,none
292,15,973,290,2026-05-14 01:10:13.672950,344.09,approved,,False,US,0,none
293,69,1385,21,2025-07-13 15:47:13.672950,11.86,approved,,False,US,0,none
294,97,1890,137,2025-09-26 01:56:13.672950,91.91,approved,,False,US,0,none
295,78,984,10,2025-08-30 09:46:13.672950,47.69,approved,,False,US,0,none
296,39,1512,45,2025-10-23 03:42:13.672950,100.67,declined,merchant_blocked,False,US,0,none
297,92,352,249,2025-08-01 20:26:13.672950,58.82,approved,,False,US,0,none
298,96,1725,30,2026-04-01 11:19:13.672950,77.29,approved,,False,US,0,none
299,93,1952,225,2025-10-22 10:55:13.672950,235.73,approved,,False,US,0,none
300,19,1280,177,2026-05-15 13:52:13.672950,37.06,declined,card_expired,False,US,0,none
301,88,1246,96,2025-10-07 10:04:13.672950,13.42,approved,,False,US,0,none
302,75,1908,17,2025-08-06 01:48:13.672950,63.76,approved,,False,US,0,none
303,97,753,28,2026-02-16 02:00:13.672950,29.0,declined,merchant_blocked,False,US,0,none
304,75,781,126,2026-03-29 03:32:13.672950,96.11,approved,,False,US,0,none
305,63,1025,273,2025-08-04 16:00:13.672950,33.16,approved,,False,US,0,none
306,66,546,187,2026-03-24 03:58:13.672950,29.44,approved,,True,JP,0,none
307,39,1470,142,2025-12-06 14:09:13.672950,254.07,approved,,True,DE,0,none
308,37,79,138,2026-01-04 07:38:13.672950,579.7,approved,,False,US,0,none
309,78,1260,229,2025-09-19 11:14:13.672950,26.38,approved,,False,US,0,none
310,60,334,214,2026-03-21 03:46:13.672950,69.76,approved,,False,US,0,none
311,56,889,274,2026-04-28 12:45:13.672950,42.8,approved,,False,US,0,none
312,11,1373,291,2025-10-27 03:48:13.672950,93.45,approved,,False,US,0,none
313,40,1122,58,2025-12-26 00:05:13.672950,46.35,approved,,False,US,0,none
314,89,1106,18,2025-11-01 22:43:13.672950,132.08,approved,,True,CA,0,none
315,71,502,180,2025-11-12 13:00:13.672950,23.68,approved,,False,US,0,none
316,60,1991,158,2026-05-02 20:10:13.672950,230.59,approved,,True,GB,0,none
317,55,1501,256,2025-07-24 15:58:13.672950,57.15,approved,,False,US,0,none
318,8,1951,37,2025-11-14 05:21:13.672950,404.01,declined,insufficient_funds,False,US,0,none
319,91,1728,296,2026-03-05 12:09:13.672950,406.67,approved,,False,US,0,none
320,74,765,262,2026-05-02 10:00:13.672950,83.4,approved,,False,US,0,none
321,6,921,79,2026-01-03 07:50:13.672950,44.58,approved,,False,US,0,none
322,38,550,154,2026-01-16 21:34:13.672950,35.47,approved,,False,US,0,none
323,44,14,158,2025-10-30 12:59:13.672950,102.75,approved,,True,GB,0,none
324,16,392,75,2025-09-23 07:54:13.672950,110.87,approved,,True,DE,0,none
325,29,1371,55,2026-04-11 04:12:13.672950,44.43,approved,,False,US,0,none
326,66,310,206,2025-08-03 19:33:13.672950,6000.0,approved,,False,US,1,large_amount
327,69,386,215,2026-06-14 08:42:13.672950,22.37,approved,,False,US,0,none
328,34,1233,9,2025-12-15 14:06:13.672950,209.65,approved,,True,DE,0,none
329,98,1381,106,2025-11-28 22:35:13.672950,20.26,approved,,True,CA,0,none
330,24,974,245,2026-06-06 19:10:13.672950,34.01,approved,,True,DE,0,none
331,38,1625,103,2026-03-18 05:31:13.672950,73.79,approved,,False,US,0,none
332,62,1592,275,2026-02-13 20:23:13.672950,159.53,approved,,False,US,0,none
333,9,1118,33,2025-12-19 08:19:13.672950,88.27,approved,,False,US,0,none
334,31,1117,108,2025-12-15 22:40:13.672950,20.89,approved,,True,GB,0,none
